MSOA,Gentrification,Top 1 Column Name,Top 1 Column Importance,Top 2 Column Name,Top 2 Column Importance,Top 3 Column Name,Top 3 Column Importance
E02002137,29,Ownership: Private rented: Private landlord or letting agency,79,Economic Activity: Economically active: Full-time student,71,Household Spaces: Whole house or bungalow: Semi-detached,48
E02002138,-52,Economic Activity: Economically inactive: Retired,97,Ownership: Owned: Owns outright,54,Occupation: Elementary occupations,41
E02002139,51,Age: 20 to 24,85,Employment: Never worked,72,Medical and care establishment: Other: Children's home (including secure units),47
E02002140,-98,Not living in a couple: Married or in a registered civil partnership,79,UK Identity: Northern Irish and British only identity,73,Ethnic Group: Other ethnic group,44
E02002141,-55,"Ethnic Group: Asian, Asian British or Asian Welsh",83,Household Spaces: Whole house or bungalow: Semi-detached,66,One-person household: Aged 66 years and over,28
E02002143,25,Not living in a couple: Single (never married and never registered a civil partnership),96,"Industry: D: Electricity, gas, steam and air conditioning supply",65,Household Spaces: Whole house or bungalow: Detached,40
E02002144,-54,Unpaid Care: Provides no unpaid care,85,Age: 60 to 64,57,Economic Activity: Economically active: Self-employed,41
E02002146,-46,UK Identity: Cornish and British only identity,86,Disabled under the Equality Act: Day-to-day activities limited a little,73,Household Spaces: Whole house or bungalow: Semi-detached,30
E02002148,-98,Single family household: Lone parent family: All children non-dependent,81,Household Spaces: Whole house or bungalow: Semi-detached,70,Religion: Not answered,47
E02002149,63,Unpaid Care: Provides no unpaid care,83,Highest Level of Qualification: Level 2 qualifications,74,"Industry: R, S, T, U Other",43
E02002150,31,Unpaid Care: Provides 50 or more hours unpaid care a week,91,Living in a couple: Married or in a civil partnership,62,Disabled under the Equality Act: Day-to-day activities limited a lot,39
E02002151,38,"Transport to Work: Bus, minibus or coach",94,Ownership: Private rented: Other private rented,66,Industry: I: Accommodation and food service activities,45
E02002152,-57,"Industry: R, S, T, U Other",81,Living in a couple: Cohabiting,62,"Occupation: Managers, directors and senior officials",45
E02002153,-41,Age: 16 years and over,80,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),61,Unpaid Care: Provides no unpaid care,35
E02002154,36,Economic Activity: Economically inactive: Student (including full-time students),86,Economic Activity: Economically inactive: Student (including full-time students),63,Residency: Average number of bedrooms per household,25
E02002155,67,"Industry: R, S, T, U Other",84,Ethnic Group: White,67,Economic Activity: Economically active: Self-employed,28
E02002156,34,"Household Spaces: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)",94,UK Identity: Other identity and at least one UK identity,52,Welsh: Can speak and read but cannot write Welsh,39
E02002157,53,Occupation: Associate professional and technical occupations,78,Ownership: Shared ownership,51,"Industry: M: Professional, scientific and technical activities",47
E02002158,-48,"Marital Status: Separated, but still legally married or still legally in a civil partnership",89,Welsh: Can speak Welsh,58,Sex: Females,30
E02002159,-83,Ownership: Social rented: Other social rented,93,Medical and care establishment:Other,52,Single family household: Married or civil partnership couple: No children,40
E02002160,-51,Religion: Other religion,99,Occupation: Sales and customer service occupations,55,Welsh: Can speak and read but cannot write Welsh,37
E02002161,-72,Ownership: Social rented: Other social rented,99,"Household Spaces: Flat, maisonette or apartment: In a commercial building",71,Unpaid Care: Provides 1 to 19 hours unpaid care a week,45
E02002162,-6,Transport to Work: Driving a car or van,97,Medical and care establishment: Other: Care home without nursing,68,Ethnic Group: White,43
E02002163,24,"Household Spaces: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)",99,Religion: Muslim,61,Employment: Never worked,39
E02002164,-36,Household Spaces: Whole house or bungalow: Detached,91,"Transport to Work: Motorcycle, scooter or moped",68,Medical and care establishment: NHS: Other hospital,42
E02002165,-19,"Occupation: Caring, leisure and other service occupations",93,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),53,Transport to Work: On foot,27
E02002166,-85,Highest Level of Qualification: No qualifications,98,Vehicles: 2 cars or vans in household,69,Age: 5 to 9,35
E02002167,-1,Medical and care establishment: Other: Children's home (including secure units),99,Marital Status: Married or in a registered civil partnership,73,Medical and care establishment: NHS: Other hospital,26
E02002168,-20,Not living in a couple: Single (never married and never registered a civil partnership),84,UK Identity: Northern Irish and British only identity,70,Living in a couple,33
E02002169,-64,Religion: Hindu,84,Position: Full-time students,55,Ownership: Private rented: Private landlord or letting agency,29
E02002170,3,UK Identity: Welsh and British only identity,82,Religion: Sikh,55,Household Spaces: Caravan or other mobile or temporary structure,41
E02002174,61,Occupation: Elementary occupations,88,Economic Activity: Economically inactive,59,Part-time: 15 hours or less worked,37
E02002176,34,Position: Routine occupations,90,Single family household: Lone parent family: With dependent children,68,Transport to Work: Bicycle,25
E02002178,-59,Religion: Buddhist,76,Not living in a couple: Widowed or surviving partner from a civil partnership,73,Age: 75 to 84,33
E02002179,40,Occupation: Professional occupations,96,Transport to Work: Passenger in a car or van,65,Economic Activity: Economically active: Full-time student,29
E02002180,32,Economic Activity: Economically active,84,Age: 16 years and over,51,"Ethnic Group: Black, Black British, Black Welsh, Caribbean or African",44
E02002182,-27,Industry: P: Education,99,Highest Level of Qualification: Apprenticeship,73,Religion: Sikh,47
E02002199,77,"Industry: R, S, T, U Other",76,"Transport to Work: Bus, minibus or coach",73,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,34
E02002201,34,"Passport: Europe, EU",94,Economic Activity: Economically inactive: Student (including full-time students),70,Highest Level of Qualification: No qualifications,42
E02002206,10,Highest Level of Qualification: Other qualifications,87,Marital Status: Never married and never registered a civil partnership,51,Economic Activity: Economically inactive,33
E02002208,-18,Vehicles: 3 or more cars or vans in household,86,Industry: H: Transport and storage,54,Residency: Average number of bedrooms per household,36
E02002209,-9,Passport: UK,95,Employment: Never worked,55,Highest Level of Qualification: Other qualifications,40
E02002210,98,Occupation: Associate professional and technical occupations,83,Marital Status: Widowed or surviving civil partnership partner,65,UK Identity: Cornish and British only identity,49
E02002211,-92,Household Spaces: Whole house or bungalow: Terraced (including end-terrace),96,Age: 20 to 24,57,Marital Status: Married or in a registered civil partnership,34
E02002212,-9,Economic Activity: Economically active: Employee: Full-time,88,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),72,Religion: Buddhist,39
E02002214,18,Living in a couple: Married or in a civil partnership,83,Single family household: Married or civil partnership couple: Dependent children,72,Economic Activity: Economically inactive: Student (including full-time students),39
E02002215,-82,Industry: N: Administrative and support service activities,97,Ethnic Group: Other ethnic group,51,Occupation: Professional occupations,30
E02002216,-34,Economic Activity: Economically inactive: Other,88,Living in a couple,58,Industry: C: Manufacturing,36
E02002217,50,"Transport to Work: Bus, minibus or coach",97,UK Identity: Cornish and British only identity,55,Medical and care establishment: NHS: General hospital,30
E02002218,55,Ownership: Social rented: Rents from council or Local Authority,79,Highest Level of Qualification: Level 1 and entry level qualifications,59,Household Spaces: Whole house or bungalow: Detached,45
E02002219,-17,UK Identity: Scottish and British only identity,84,Health Status: Very good health,62,"Main Language: All adults in household have English in England, or English or Welsh in Wales as a main language",41
E02002220,20,Age: 16 years and over,97,UK Identity: Other identity and at least one UK identity,69,Single family household: Lone parent family: All children non-dependent,32
E02002221,-37,Single family household: Lone parent family: All children non-dependent,88,Single family household: Lone parent family: With dependent children,68,"Occupation: Process, plant and machine operatives",27
E02002222,21,Position: Routine occupations,91,UK Identity: Northern Irish only identity,64,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,32
E02002223,51,Marital Status: Married or in a registered civil partnership,91,"Main Language: No people in household have English in England, or English or Welsh in Wales as a main language",63,"Industry: M: Professional, scientific and technical activities",32
E02002224,12,UK Identity: Irish only identity,81,Full-time: 31 to 48 hours worked,70,Industry: Q: Human health and social work activities,31
